id,categoryId,country,country_en,name,description,description_en,person,phone,email,website,wechat,logo,capacity,capacity_en,size,size_en,export,export_en,commitment,commitment_en,AR,AS,AT,AU,product,product_en
49,2,"布隆迪","Burundi","MAZINGWA INVESTMENT","MAZINGWA INVESTMENT是一家位于布隆迪的食品与农业企业。其总部设在布琼布拉，公司在全国范围内设有分支结构。我们采用精选种子进行生产与销售，并与国家种子控制与认证办公室合作以确保产品质量。","MAZINGWA INVESTMENT is a  Food and Agricultural Company located in Burundi. The main office is located at Bujumbura with branches throughout the country.  We produce and sell food from selected seeds in collaboration with National Office of Control and Certification Seed to insure the quality of our products. ","Mr. KEZUMUKAMA  Emery Patrice","+257 79 197 598","mazinvest15@gmail","mazinvest15.com","暂无","images/SME/MAZINGWA INVESTMENT/logo.jpg","150吨","150 TONES","21人","21 persons","东非共同体","East African Community","对抗饥饿","Fight hunger.",,,,,"豆类，玉米粉，大豆粉","Beans,Maize flour,Soy flour"
50,2,"布隆迪","Burundi","Trade Legacy Burundi","                                                                                                                                                                                                                                                                                               Trade Legacy Burundi出口哈斯鳄梨/鳄梨油/大豆和辣椒，产品品质稳定，价格具有竞争力。我们全程负责管理，从种植到运输，确保可追溯性，环保生产以及可持续发展。通过生物肥料和土地恢复技术，我们能够提供稳定的产量和可靠的国际供应。","Trade Legacy Burundi exports Hass avocados, avocado oil, soybeans, and chili, with consistent quality and competitive pricing. We manage the full chain, from cultivation to shipping,ensuring traceability, eco-friendly production, and sustainability. Through bio-fertilizers and land restoration techniques, we provide reliable volumes and trusted international supply.","Mr. Bokim Beni NIHOZE","+257 79 307
064","beni.bokim@tradelegacy.org  ","www.tradelegacy.org 
","wxid_nuvpg7v4sa2s22","images/SME/Trade Legacy Burundi/logo.jpg","
哈斯鳄梨：100-300吨（季节性供应）；                                                          鳄梨油：5000-8000瓶（包装：250毫升和500毫升玻璃瓶）；                            大豆：80-400吨；                                    辣椒：85-280吨","Hass avocado: 100–300 tons (seasonal);                                                                               Avocado oil: 5,000–8,000 bottles (Packaging: 250 ml and 500 ml glass bottles);                                                              Soybeans: 80–400 tons                            Chili: 85–280 tons","12名工作人员（核心团队成员）；1175名以上的农民（合作伙伴）；200名季节性（收割期）工人","12 staff (core team); 1,175+farmers (partners); 200+ seasonal (harvest)","出口国","Exporting countries","为1175余名小规模农户提供培训及公平交易市场支持；推广生物肥料、土地恢复及太阳能灌溉技术，以实现气候友好型农业发展；确保所有出口环节的可追溯性和合规性

","Supporting 1,175+ smallholder farmers with training and fair markets; Promoting bio-fertilizers, land restoration & solar irrigation for climate-smart farming; Ensuring traceability & compliance in all exports.",,,,,"哈斯鳄梨，鳄梨油（冷榨），大豆（非转基因），辣椒（鲜或干）","Hass avocado,Avocado oil (cold-pressed),Soybeans (Non-GMO),Chili (fresh or dried)"
51,2,"冈比亚","Gambia","Smiling Coast Agro Processing Company Limited","Smiling Coast Agro Processing Company (SCAPC) 在冈比亚生产优质腰果仁及增值产品，通过可持续、高质量且与全球市场紧密相连的加工方式，为农民提供支持，并为妇女和青年创造就业机会。","Smiling Coast Agro Processing Company (SCAPC) produces premium cashew kernels and value-added products in The Gambia, empowering farmers and creating jobs for women and youth through sustainable, high-quality, and globally connected processing.","Mr. Moses Sonko","+140 12 861 657，+2207025345","Moses.sonko@scapc.africa","https://www.cashews.africa/","暂无","images/SME/Smiling Coast Agro Processing Company Limited/logo.jpg","每月35吨腰果仁","35 tons per month of cashew kernels","50-70人，还有额外容纳空间（90%为女性和青年）","50-70 with room for additional (90% women and youths)","法国，美国，摩洛哥和塞内加尔，为2025年中国国际进口博览会做准备（中国）","France, USA, Morocco and Senegal, preparing for CIIE 2025 (China)","增强女性和青年的力量，支持当地事务，并采用清洁能源和环保措施来实现可持续、环保的腰果加工过程。","Empowering women and youth, supporting local communities, and promoting sustainable, eco-friendly cashew processing using clean energy and environmentally responsible practices.",,,,,"腰果仁（W210，W240，W320，W450等级），半瓣仁，基部仁，轻皮仁，扫皮仁，腰果酱","Cashew kernel(W210, W240, W320, W450),Splits,Butts,LWP,SWP,Cashew paste"
52,2,"几内亚","Guinea","Sustainable Development Africa Trading and Innovation","                                                                                                                                                                                                                                                                          Sustainable Development Africa Trading and Innovation是一家致力于推广来自西非的适应气候变化的天然产品的社会企业。我们提供优质的乳木果油和烘烤花生，且这些产品均来自有道德规范的生产商。我们的优势在于灵活性，并通过创新和影响力将非洲的传统文化与全球市场相连接。 ","Sustainable Development Africa Trading and Innovation is a social enterprise promoting climate-resilient, natural products from West Africa. We offer premium shea butter, raw honey, and roasted peanuts, ethically sourced from rural producers. Our strength lies in quality control, traceability, and product customization—bridging African heritage with global markets through innovation and impact.","Mr. Issa SOUARE","224620231580","info@sustainabledevelopmentafrica.org","www-trading.sustainabledevelopmentafrica.org","wxid_5j2cuymlwztt12","images/SME/Sustainable Development Africa Trading and Innovation/logo.jpg","每月8000至10000件（涵盖所有产品，可根据需求调整）","8,000–10,000 units/month (combined for all products; scalable upon demand)","22人（包括生产人员、工人、加工人员、包装人员以及管理人员团队）","22 staff (including producers,laborers,processing, packaging, and management teams)","出口国家：为2025年进入中国和海湾市场做准备","Exporting countries:Preparing entry into China and Gulf markets in 2025","特别的社会-生态承诺：增强农村妇女合作社的力量，推动公平贸易，通过环保包装减少塑料废弃物，并将资金重新投入到当地的气候适应项目中","Special social – eco commitments Empowering rural women cooperatives, promoting fair trade, reducing plastic waste through eco-packaging, and reinvesting in local climate resilience initiatives.",,,,,"原蜜，未经精炼的乳木果油，烤花生","Raw honey,Unrefined shea butter,Roasted peanuts"
53,2,"肯尼亚","Kenya","Eco Jambo Limited
","我们主营高品质肯尼亚茶叶，包括：散装红茶 散装绿茶 茶叶采
购自肯尼亚小规模农户。我们的茶叶以风味浓郁、抗氧化成分含量高
而闻名，并通过支持农户践行可持续发展理念与社会影响力。我们依
托数字化平台，提供高效订购与配送服务。","We promote high-quality Kenyan teas, that include: Black
loose-leaf tea Green loose-leaf tea. Sourced from smallholder
farmers in Kenya. Our teas are known for their rich flavor, high
antioxidant content, sustainability and impact by supporting
the farmers. We leverage digital platforms efficient ordering
and delivery processes.","Li Nan
","+86 18673178796
","li726nan@qq.com
","暂无
","li726nan","images/SME/Eco Jambo Limited
/logo.jpg","每月40吨","40 tonnes per month","8人
","8Persons","​​索马里，中国
","Somalia,China ","生态友好的种植方式、雨林联盟认证以及水能源资源保护；支持
小规模农户，推动社区发展，促进性别平等，确保公平薪酬，并赋能
茶叶行业的女性权益。","Eco-friendly farming, Rainforest Alliance certification, and water/energy conservation. Smallholder farmers support, fostering community development, and promotes gender equality, ensuring fair wages and empowering women in the tea sector.
",,,,,"高端红茶礼盒装，红茶卡盒，肯尼亚特色礼盒，紫茶","Premium black tea gift box set ,Black tea card box ,Kenya style gift box ,Purple tea"
54,2,"马达加斯加","Madagascar","PHAEL FLOR EXPORT","                                                                                                                                                                                                                                                  Phael Flor是一家家族所有的马达加斯加公司，致力于生产100%的天然植物提取物/香料和精油，这些产品均获得有机认证和公平贸易认证。数代以来，我们一直怀着对自然和当地社区的深深敬意来种植和加工我们的产品。
","Phael Flor is a family-owned Malagasy company dedicated to producing 100% natural plant extracts, spices, and essential oils, certified organic and fair trade. For generations, we have cultivated and processed our products with deep respect for nature and local communities.","Mr. Heriniaina RAMBOATIANA","+261 32 11 830
13","heriniaina@phaelflor.com","www.phaelflorexport.com","暂无","images/SME/PHAEL FLOR EXPORT/logo.jpg","每月70吨","70T/month","60人","60 persons","法国、美国、德国、中国、南非、毛里求斯","France, USA, Germany, China,South Africa, Mauritius","公平贸易认证","Fair trade certified.",,,,,"香料，精油，香草二氧化碳萃取物","Spices,Essential oils,Vanilla CO2 extracts"
55,2,"莫桑比克","Mozambique","Agrosell, Lda","Agrosell 有限公司是一家专注于通过移动应用程序开展农产品及农业物资在线交易的公司。","Agrosell, Limited is a company focused on online trading of agricultural products and supplies through a mobile application.","Mr/s. ARLINDO MANUEL","+258846014965"," info@agrosell.co.mz"," www.agrosell.co.mz","暂无","images/SME/Agrosell, Lda/logo.jpg","暂无","None","10人","10 persons","莫桑比克","Mozambique","在农产品供应链中推广对社会和环境的责任。","Promote socially and environmentally responsible practices in the agricultural supply chain.",,,,,"农业科技平台","Agritech platform"
56,2,"
塞内加尔","Senegal","TIGGER CUSTOM co. & ARRA KAFEI SENEGAL","ARRA Kàfèi Sénégal 作为 ARRA 的分支机构，自豪地推出塞内加尔本土精酿的精品咖啡系列 Kàfèi。Kàfèi 融合传统与创新，精选当地农场原料，带来浓郁纯正的风味。我们的优势在于精湛的品质工艺、可持续的原料采购，以及塑造现代非洲品牌形象 —— 这一形象正在重新定义咖啡文化。
我们在达喀尔和北京设有年轻化团队，专注生产乳木果油、花生、腰果和辣木产品。","ARRA Kàfèi Sénégal, a branch of ARRA, introduces Kàfèi, a premium coffee line proudly made in Senegal. Blending tradition and innovation, Kàfèi delivers rich, authentic flavors sourced from local farmers. Our strength lies in quality craftsmanship, sustainable sourcing, and a modern African identity redefining coffee culture We produce SHEA BUTTER, PEANUT, CASHEW and MORINGA with Young motivated based in Dakar and Beijing.","Mr. Mody Tidiane FALL","+221 77 640 48 34","tiggercustomcompany@gmail.com","暂无","Arraclothingsenegal","images/SME/TIGGER CUSTOM/logo.jpg","5700 单位 / 件 / 月","5700 Units/Pieces/month","57人","57 persons","几内亚、马里、冈比亚、中国、俄罗斯、欧洲","Guinee, Mali, Gambia, China, Russia, Europe","我们通过支持当地咖啡种植者、创造就业机会、弘扬非洲纯正的咖啡文化遗产及本土手工艺，为塞内加尔社区赋能。","We empower Senegalese communities by supporting local coffee growers, creating jobs, and celebrating Africa’s authentic coffee heritage and local crafts.",,,,,"咖啡，乳木果油","Coffee,Shea butter"
57,2,"
南苏丹","South Sudan","Urban South Group","由女性主导的初创企业，通过天然蜂蜜与尼罗河乳木果油，搭建起南苏丹学生群体与社区之间的联结。
我们精心打造珍稀的野生采摘尼罗河乳木果油 —— 这款产品质地奢华、富含维生素，数个世纪以来一直为非洲王后们所珍视；同时，我们还提供纯净的烟熏风味野生蜂蜜，拥有金黄色、琥珀色与深褐色等多种品类。我们的产品秉持可持续采购原则，且由女性主导运营，凭借无可比拟的品质与纯正属性，将南苏丹社区与全球化妆品、制药及食品价值链紧密相连。","Women-led startup connecting students and communities in South Sudan through natural honey and Nilotica shea butter.
We craft rare, wild-harvested Nilotica shea butter—luxurious, vitamin-rich, and cherished for centuries by African queens—alongside pure, smoky wild honey in golden, amber, and dark varieties. Sustainably sourced and women-led, our products connect South Sudanese communities to global cosmetic, pharmaceutical, and food value chains with unmatched quality and authenticity. ","Mr/s. Justin Tata","18321248492","chair@ss.uwc.org","www.urbansouthgroup.shop","wxid_be5ekppd6s9a12","images/SME/Urban South Group/logo.jpg","120 吨 / 月","120t/month","18名女性8名男性","18 women and 8 men","加拿大、法国、肯尼亚和中国","Canada, France, Kenya and China","赋能女性，滋养自然。","Empowering women, enriching nature.",,,,,"尼罗河乳木果油，天然蜂蜜，阿拉伯胶，非洲卡宴辣椒，利马豆/棉豆，班巴拉豆","Nilotica shea butter,Natural honey,Gum arabic,African cayenne peppers, Lima beans,Bambara nuts"
58,2,"
乌干达","Uganda","Bayaaya specialty coffee ltd","Bayaaya Specialty Coffee Ltd. 是一家充满活力且极具影响力的企业，致力于变革乌干达姆巴莱市及埃尔贡山地区的咖啡产业。我司专注于高品质精品咖啡，原料直接采购自 1000 名小农户，其中 60% 的农户为女性，她们均秉持可持续农业理念。我们通过精细化加工与包装，为生咖啡豆赋予更高价值，致力于提供深受国内外市场青睐的优质产品。","Bayaaya Specialty Coffee Ltd. is a dynamic and impactful business dedicated to transforming the coffee industry in Mbale City and the Mt. Elgon region of Uganda. Our company specializes in premium specialty coffee, sourced directly from 1000 small holder farmers and 6o% of these farmers are women who are committed to sustainable agriculture. We focus on adding value to raw coffee beans through meticulous processing and packaging, delivering high-quality products that appeal to both domestic and international markets.","Ms.Meridah Nandudu","+8619502063310/+256779052931","Email.bayaayacoffee@gmail.com","www.bayaayacoffee.com","暂无","images/SME/Bayaaya specialty coffee ltd/logo.jpg","54 吨 / 季度","54 tones a season.","6个全职雇员","6 fulltime employees.","中国","China","Bayaaya通过公平贸易、教育支持、可持续发展及包容性举措，为女性、青年和小农赋能，以改善民生福祉与公平性。","Bayaaya empowers women, youth and small farmers through fair trade, education, sustainability, and inclusive practices to improve livelihoods and equity.",,,,,"绿咖啡豆，烘焙咖啡豆/熟咖啡豆，研磨咖啡粉","Green coffee beans,Roasted coffee beans,Ground coffee"
59,2,"
坦桑尼亚联合共和国","United Republic of Tanzania (the)","GBRI BUSINESS SOLUTIONS COMPANY LIMITED","GBRI Business Solutions整合并出口来自坦桑尼亚 10，000 多名小农户的优质园艺产品。我们为农户提供优良农艺实践培训，确保产品符合质量标准，同时率先开展牛油果零废弃加工榨油技术的研发与应用。公司的核心优势在于强大的农户合作网络、专业的出口运营能力，以及通过创新性增值举措推动市场实现可持续增长。","GBRI Business Solutions aggregates and exports premium horticultural produce from over 10,000 Tanzanian smallholder farmers. We provide training on good agronomic practices, ensure quality compliance, and are pioneering zero-waste avocado processing into oil. Our strength lies in strong farmer networks, export expertise, and innovative value-addition for sustainable market growth.","Ms. HADIJA JABIRI","+255756999118","hadijaj@eatfresh.co.tz ","www.eatfresh.co.tz","暂无","images/SME/GBRI BUSINESS SOLUTIONS COMPANY LIMITED/logo.jpg","牛油果 ——4 个集装箱 / 月
牛油果油 ——4 个柔性集装箱 / 月","Avocado – 4 containers /mnth
Avocado oil- 4 flex containers /mounth","52 名固定员工及 200 名临时工","52 permanent and 200 temporary","荷兰、罗马尼亚、印度、葡萄牙、西班牙、意大利","Netherlands, Romania, India, Portugal, Spain, Italy","支持超过 1 万名小农，为其提供市场渠道、推广服务及全球良好农业规范培训。","Supporting more than 10,000 small holder farmers with access to market, extension services and GAP  trainings.",,,,,"新鲜鳄梨/牛油果，鳄梨油/牛油果油","Fresh avocado,Avocado oil"
60,2,"
坦桑尼亚联合共和国","United Republic of Tanzania (the)","AFRITECH GREENCROPS GROUP（TANZANIA）Co.,LTD","一家专注于非洲绿色农业技术与可持续发展的农企。
腰果、木薯等作物的种植与加工；
腰果仁、木薯等大宗农产品的国际贸易；
中国“一带一路” 重点企业。","An agricultural enterprise focusing on green agricultural technology and sustainable development in Africa. 
Planting and processing of cashew and cassava etc.;
International trade of bulk agricultural products such as cashew kernels and cassava;
A key enterprise under “China’s Belt and Road Initiative”.
","Mr. Yulin Zhang","+86 13142131992","jack_zyl@msn.cn","暂无","暂无","images/SME/AFRITECH GREENCROPS GROUP TANZANIA Co.,LTD/logo.jpg","5000 公吨 / 年","5000 metric tons/year","200名员工","200 persons","中国","China","中非友好互利。","Amity and mutual benefit between China and Africa.",,,,,"腰果仁","Cashew nut kernels"
61,1,"阿富汗","Afghanistan","Jahan Saffron Production process and Packing Co.","Jahan Saffron Production process and Packing Co.成立于2011年，旨在生产和加工藏红花及干果制品，并为农村妇女创造就业机会。公司致力于根据国内外客户的需求，推动阿富汗产品的标准化、发展和出口，将产品推广至全球市场。","Jahan Saffron Company was established in 2011 with the aim of producing and processing saffron and dried fruits, as well as creating employment for women in villages. The company is committed to promoting its products to global markets in line with the standardization, development, and export of Afghan products according to the needs of domestic and foreign customers.
","Mr. Farhad OMID ","93-798408002","info.jahansaffron@gmail.com","afghanistanexport.com","0093-798408002","images/SME/Jahan Saffron Production process and Packing Co/logo.jpg","100 公斤/月（藏红花） 20 吨/月（干果）","100 kg/month (saffron) 20 MT/month (Dry fruit)
","30人","N° 30 persons","中国、印度、美国、阿联酋、德国和法国","China, India, USA, UAE, Germany & France. ","为弱势群体，特别是妇女，提供工作和就业机会。","To provide job and employment opportunities for vulnerable People especially women. ",,,,,"藏红花，干果","Saffron,Dry fruits"
62,1,"阿富汗","Afghanistan","Kamran Shafi Group of companies","阿富汗天然干果","Afghan Natural Dry Fruits","Mr. Amanullah	Kamran","+93 797858587/+93 708262151/+49 17662560369/+93 785451416","amanullahkamran2000@gmail.com","www.kst.af","暂无","images/SME/Kamran Shafi Group of companies/logo.jpg","暂无","None","超过40名阿富汗女性在此从事加工、包装、清洁以及分拣水果等工作","more than 40 Afghan ladies are working in process, packing , cleaning , and flicking fruits","暂无","None","设施：我们的干果和坚果企业正在加大力度改进干燥和加工技术，以提高食品安全和质量控制水平。不断发展的分销渠道：对于卖家而言，我们的全球趋势是电子商务平台销售和购买产品的日益普及。食品安全要求：出口最基本的要求是食品安全合规。","Facilities: Our Dried fruit and nut enterprises are putting more effort into improving drying and processing technologies, in order to improve food safety and quality control. Evolving channels of distribution: Our global trend is the increasing popularity of e-commerce platforms to sell and buy products. For sellers. Food safety requirements: The most basic requirement for export is food safety compliance.",,,,,"干果","Dry fruits"
63,1,"多民族玻利维亚国","Bolivia (Plurinational State of)","Agroexportaciones del Sur S.R.L.","我们是一家来自玻利维亚的公司，专门生产和销售谷物及种子，产品遍布全球市场。我们与超过 4000 名小规模农户合作，提供全面的资源和专业技术支持，以确保产品的高品质和可持续性。我们的年度生产计划会预测每个季节的出口量，以便高效地满足全球市场需求，从而巩固了我们作为一家可靠公司的声誉。","We are a Bolivian company that produces and markets grains and seeds worldwide. Partnering with over 4,000 small-scale farmers, we provide extensive resources and technical support to ensure high-quality, sustainable produce. Our annual production program forecasts export quantities per season to meet global market demands efficiently, reinforcing our reputation as a reliable company.","Ms. Laura Loredo","+591 77667207","m_loredo@agroexport.com.bo"," www.agroexport.com.bo","wxid_co0lxsdxmuv512","images/SME/Agroexportaciones del Sur S.R.L/logo.jpg","每月 500 吨","500 metric tons per month","
54 人以及多达 4000 名小农户","54 people and up to 4.000 small farmers","中国、日本、德国、西班牙、荷兰、波兰、以色列、美国、加拿大","China, Japan, Germany, Spain, The Netherlands, Poland, Israel, USA, Canada","为了推行可持续农业，提供技术援助、资源以及相关知识，以帮助发展小型社区并提升其生活质量。","To practice sustainable agriculture, providing technical assistance, resources and knowledge that helps develop small communities and improve their life quality.",,,,,"黑/白芝麻籽，黑/白奇亚籽，藜麦，豆类，花生","Black/White sesame seeds,Black/White Chia seeds,Quinoa,Beans,Peanuts"
64,1,"博茨瓦纳","Botswana","Macentyrer Investments T/A Maungo Craft","Maungo Craft是一家来自博茨瓦纳的荣获 15 次奖项的食品企业，专注于生产低糖果酱、酱料、糖浆、果汁、茶饮和零食，这些产品均由富含营养、经过再利用的非洲本土水果制成，如马鲁拉果、猴面包树果和勒罗特西甜瓜等。我们的产品采用可持续且符合道德标准的原料，创造了绿色就业机会，并彰显了非洲风味。我们的产品曾被 CNN、BBC、CNBC 和 VOA 等媒体报道。获得 HACCP 和公平贸易认证。","Maungo Craft is a 15-time award-winning food company from Botswana, specialising in low-sugar jams, sauces, syrups, juices, teas, and snacks made from nutrient-dense, upcycled indigenous African fruits like Marula, Baobab, and Lerotse Melon. Sustainably and ethically sourced, our range creates green jobs and celebrates African flavours. Featured on CNN, BBC, CNBC, and VOA. HACCP and Fairtrade Certified.","Ms Bonolo MONTHE"," (+267) 71640600/ (+267) 76624292"," hello@maungocraft.com","www.maungocraft.com","(+267) 71640600","images/SME/Macentyrer Investments TA Maungo Craft/logo.jpg","每月产量：8000 件/月","Pieces/month: 8,000 pieces/per month","20人","20 persons","美国、赞比亚、南非、津巴布韦（即将）","USA, Zambia, South Africa, Zimbabwe(soon)","可持续发展目标 1. 消除贫困，可持续发展目标 2. 实现零饥饿，可持续发展目标 3. 促进健康，可持续发展目标 5. 实现性别平等，可持续发展目标 8. 提供体面工作和促进经济增长，可持续发展目标 10. 减少不平等，可持续发展目标 12. 实施负责任的消费与生产，可持续发展目标 13. 推进气候行动。","SDG 1. No poverty, SDG 2. Zero Hunger, SDG 3. Good Health, SDG 5. Gender Equality, SDG 8. Decent work and economic growth, SDG 10. Reduced Inequalities, SDG 12. Responsible Consumption and Production, SDG 13. Climate Action.",,,,,"调味酱，糖浆剂，果酱，饮料，茶叶","Award-winning sauces,Syrups,Jams,Juice,Tea"
65,1,"
厄瓜多尔","Ecuador","Falusán Cía Ltda","在Falusán，我们生产、加工并出口有机姜黄、生姜、巧克力以及功能性饮料，比如用当地草药和超级食物制成的浸液和茶类饮品。我们还开发定制产品，根据每位客户的特定需求进行调整，始终确保最高品质、创新性和可持续性。","At FALUSÁN, we produce, process, and export organic turmeric, ginger, chocolate, and functional beverages, such as infusions and teas made with native herbs and superfoods. We also develop customized products, adapting to the specific requirements of each customer, always guaranteeing the highest quality, innovation, and sustainability. ","Mr/s. Elizabeth Luna","+593 962596856","elizabeth.luna@falusan.com / joseline.luna@falusan.com ","www.falusan.com","Wxid_vpf3kvpoo08522","images/SME/Falusán Cía Ltda/logo.jpg","每月需提供至少 2 吨的工业化产品以及至少 10 吨的新鲜产品","Min. 2 tons of industrialized products, and min. 10 tons of fresh products per month","9人","9","荷兰","Netherlands","我们与生产商和社区合作开展循环经济、有机和再生农业项目，测量并抵消我们的碳足迹，促进性别平等，支持年轻人，并努力减少水资源浪费以及农业加工和生产过程中的废弃物排放。","We work with producers and communities on circular economy, organic and regenerative agriculture projects, measure and offset our carbon footprint, promote gender equality and support young people, and work to reduce water waste and agricultural processing and production waste.",,,,,"新鲜姜黄，生姜，功能性饮料，浸剂与茶饮，粉末状超级食品，生巧克力，可可粉，干果  ，预混料","Fresh turmeric,Fresh ginger,Functional beverage,Infusions & Teas,Powdered superfoods,Raw chocolate,Cocoa powder,Dried fruits,Premixes"
66,1,"
厄瓜多尔","Ecuador","FL PROCESADOS DEL ECUADOR SA","我们是一家为寻求水果解决方案的客户提供服务的公司。我们的业务遍及厄瓜多尔、哥伦比亚和秘鲁。我们提供 NFC 果汁冷冻产品和 Asceptic 果汁冷冻产品、浓缩水果冷冻产品和 Asceptic 产品、常规干燥水果、新鲜奇异水果（如鳄梨、芒果、龙眼和火龙果）、迷你香蕉等。我们拥有超过 40 年的经验。","We are a company that offers solutions for customer seeking fruit solutions. With operations in Ecuador, Colombia and Peru. We offer NFC Juice Frozen and Asceptic, Fruit Concentrate Frozen and Asceptic, Conventional Dried Fruit, Fresh Exotic Fruit: Avocado, Mango, Dragonfruit & Pitahaya, Baby Banano.We have more than 40 years of ecperience.","Mr/s. Sebastian Puga","+593 981408285","spuga@flp.co","www.flp.co  www.freshkita.co","SEB_NFC_FRUIT_Juice","images/SME/FL PROCESADOS DEL ECUADOR SA/logo.jpg","600 吨/月（NFC 果汁），芒果干（100 吨/年）","600ton/month (NFC Juice), Dried Fruit Mango (100ton/year)","400人","400","欧洲、中国、加拿大、南美洲等","Europe, China, Canada, South America, etc","我们是哥伦比亚的一家 B 级认证企业，我们提供公平贸易产品，并致力于打造可持续且持久发展的业务。","We are a B Certified corporation in Colombia, we offer fair trade products and we create sustainable long lasting businesses.",,,,,"NFC饮料，浓缩果汁，干果","NFC Juice,Fruit concentrate,Dried fruit"
67,1,"
厄瓜多尔","Ecuador","Healthy Food Marcalman Ecuador SAS","Healthy Food Marcalman Ecuador SAS是水果类产品（如果泥、酱料、果酱、糖浆、配料等）的市场领导者，在厄瓜多尔及国际范围内为企业客户提供服务。该公司通过了 FSSC 22000、SMETA、FDA、犹太洁食认证，专注于质量、客户服务、研发和社会责任方面，表现出色。其创新优势在于定制化解决方案、作物控制和持续改进。","Healthy Food Marcalman Ecuador S.A.S. is a market leader in fruit-based products—pulps, sauces, jams, syrups, toppings, and more—serving B2B clients in Ecuador and internationally. Certified under FSSC 22000, SMETA, FDA, KOSHER the company excels in quality, customer service, R&D, and social responsibility. Its innovative edge lies in customized solutions, crop control, and continuous improvements.","Mr. Jose Miguel GONZALEZ"," + 593 98 624 0527 ","jmgonzalez@healthyfood.com.ec","www.healthyfood.com.ec","wxid_u78xq7rs2abm12","images/SME/Healthy Food Marcalman Ecuador SAS/logo.jpg","200 吨/月","200 tons / month","58人","58 persons","美国和西班牙","USA and Spain","绿色能源、水资源的节约以及发展农村小型农户作为供应商的模式。","Green energy , reduction of water and development of rural micro farmers as suppliers.",,,,,"冷冻果泥，调味酱，果酱，糖浆剂，浇料","Frozen pulps,Sauces,Jams,Syrups,Toppings"
68,1,"埃及","Egypt","Rehana","我们成立于 1997 年，从事制造、包装、分销、贸易和出口业务，产品远销 30 多个国家。如今，我们已成为快速消费品领域的主要品牌之一，提供高品质的日常基本消费品，包括大米、糖、面粉、豆类、香料、食用油和醋。","We were established in 1997 for manufacturing, packing, packaging, distribution, trading, and exporting to more than 30 countries.Now we have become one of the leading brands in FMCG with its high quality of basic consumer products that they use daily (rice, sugar, flour, Legumes, spices, edible oils, vinegar).  ","Dr. Mohamed Zorik","+201068816275","m.zorik@rehanaproducts.com "," https://www.rehanaproducts.com","wxid_us5ntghdz2pq12","images/SME/Rehana/logo.jpg","15000 吨/月","15000 Tons/month","超过400人","+400 persons","欧洲、英国、美国、海湾地区以及非洲","Europe , UK , USA , Gulf and Africa","
我们与社会各界共同参与各类社区、政府及发展项目，旨在改善个人生活和环境状况。","We participate in all community, governmental and development initiatives with all sectors of society to improve the lives of individuals and the environment.",,,,,"大米，糖，面粉，豆类，调味料，食用油，醋","Rice,Sugar,Flour,Legumes,Spices,Edible oils,Vinegar"
69,1,"肯尼亚","Kenya","KONZA TROPICALS LIMITED
","KONZA TROPICALS LIMITED是肯尼亚园艺咨询与出口企业，专精于新鲜农产品、干果、食用油、夏威夷果及芳香草本产品的贸易。我们提供出口合规、市场开发和贸易融资支持，创新优势在于可持续采购、增值加工，并致力于将非洲种植者与全球市场连接，建立长期合作伙伴关系。","Konza Tropicals is a Kenyan horticultural consultancy and exporter specializing in fresh produce, dried fruits, oils, macadamia, and aromatic herbs. We provide export compliance, market development, and trade finance support. Our innovative edge lies in sustainable sourcing, value-addition, and connecting African growers with global markets for long-term partnerships.","Mr. Paul Kyalo
","+254 711 214 869
","paulk@konzatropicals.com 
","www.konzatropicals.com 
","paulkyalo254
","images/SME/KONZA TROPICALS LIMITED
/logo.jpg","每种产品年产800公吨​。","800 MT per year each product.","24人","24Persons","​​荷兰, 西班牙, 法国, 德国, 中国香港
","Netherlands, Spain, France, Germany, Hong Kong,China","通过可持续发展、公平贸易和包容性增长赋能农民。","Empowering farmers through sustainability, fair trade, and inclusive growth.",,,,,"牛油果，干果，牛油果油
，夏威夷果（澳洲坚果）
","Avocado, Dried fruits,Avocado oils,Macadamia"
